season,division,date,dateUTC,matchDay,homeID,homeName,homeIcon,guestID,guestName,guestIcon,homeScore,guestScore,locID,locCity,locStadium
2015,bl1,2015-08-14T20:30:00,2015-08-14T18:30:00Z,1,40,FC Bayern München,https://i.imgur.com/jJEsJrj.png,100,Hamburger SV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,1,0,178,München,Allianz-Arena
2015,bl1,2015-08-15T15:30:00,2015-08-15T13:30:00Z,1,118,SV Darmstadt 98,https://upload.wikimedia.org/wikipedia/commons/e/e5/SV_Darmstadt_98_Logo.svg,55,Hannover 96,https://upload.wikimedia.org/wikipedia/commons/c/cd/Hannover_96_Logo.svg,1,0,441,Darmstadt,Stadion am Böllenfalltor
2015,bl1,2015-08-15T15:30:00,2015-08-15T13:30:00Z,1,81,1. FSV Mainz 05,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,171,FC Ingolstadt 04,https://upload.wikimedia.org/wikipedia/de/thumb/5/55/FC-Ingolstadt_logo.svg/125px-FC-Ingolstadt_logo.svg.png,0,0,186,Mainz,Stadion am Bruchweg
2015,bl1,2015-08-15T15:30:00,2015-08-15T13:30:00Z,1,134,Werder Bremen,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/SV-Werder-Bremen-Logo.svg/681px-SV-Werder-Bremen-Logo.svg.png,9,FC Schalke 04,https://upload.wikimedia.org/wikipedia/commons/6/6d/FC_Schalke_04_Logo.svg,0,1,36,Bremen,Weserstadion
2015,bl1,2015-08-15T15:30:00,2015-08-15T13:30:00Z,1,6,Bayer Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,175,TSG 1899 Hoffenheim,https://i.imgur.com/gF0PfEl.png,1,1,28,Leverkusen,BayArena
2015,bl1,2015-08-15T15:30:00,2015-08-15T13:30:00Z,1,95,FC Augsburg,https://i.imgur.com/sdE62e2.png,54,Hertha BSC,https://i.imgur.com/apFwbYZ.png,0,0,164,Augsburg,Impuls-Arena
2015,bl1,2015-08-15T18:30:00,2015-08-15T16:30:00Z,1,7,Borussia Dortmund,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,87,Borussia Mönchengladbach,https://i.imgur.com/KSIk0Eu.png,3,0,35,Dortmund,Signal Iduna Park
2015,bl1,2015-08-16T15:30:00,2015-08-16T13:30:00Z,1,131,VfL Wolfsburg,https://i.imgur.com/ucqKV4B.png,91,Eintracht Frankfurt,https://i.imgur.com/X8NFkOb.png,2,1,20,Wolfsburg,Volkswagen Arena 
2015,bl1,2015-08-16T17:30:00,2015-08-16T15:30:00Z,1,16,VfB Stuttgart,https://i.imgur.com/v0tkpNx.png,65,1. FC Köln,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/FC_Cologne_logo.svg/1200px-FC_Cologne_logo.svg.png,0,0,709,Stuttgart, Mercedes-Benz Arena
2015,bl1,2015-08-21T20:30:00,2015-08-21T18:30:00Z,2,54,Hertha BSC,https://i.imgur.com/apFwbYZ.png,134,Werder Bremen,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/SV-Werder-Bremen-Logo.svg/681px-SV-Werder-Bremen-Logo.svg.png,1,1,22,Berlin,Olympiastadion
2015,bl1,2015-08-22T15:30:00,2015-08-22T13:30:00Z,2,9,FC Schalke 04,https://upload.wikimedia.org/wikipedia/commons/6/6d/FC_Schalke_04_Logo.svg,118,SV Darmstadt 98,https://upload.wikimedia.org/wikipedia/commons/e/e5/SV_Darmstadt_98_Logo.svg,0,1,983,Schalke, Veltins Arena
2015,bl1,2015-08-22T15:30:00,2015-08-22T13:30:00Z,2,91,Eintracht Frankfurt,https://i.imgur.com/X8NFkOb.png,95,FC Augsburg,https://i.imgur.com/sdE62e2.png,0,1,30,Frankfurt,Commerzbank Arena
2015,bl1,2015-08-22T15:30:00,2015-08-22T13:30:00Z,2,65,1. FC Köln,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/FC_Cologne_logo.svg/1200px-FC_Cologne_logo.svg.png,131,VfL Wolfsburg,https://i.imgur.com/ucqKV4B.png,1,0,789,Köln,Müngersdorfer Stadion
2015,bl1,2015-08-22T15:30:00,2015-08-22T13:30:00Z,2,55,Hannover 96,https://upload.wikimedia.org/wikipedia/commons/c/cd/Hannover_96_Logo.svg,6,Bayer Leverkusen,https://upload.wikimedia.org/wikipedia/de/thumb/f/f7/Bayer_Leverkusen_Logo.svg/1200px-Bayer_Leverkusen_Logo.svg.png,0,1,29,Hannover,AWD Arena
2015,bl1,2015-08-22T15:30:00,2015-08-22T13:30:00Z,2,175,TSG 1899 Hoffenheim,https://i.imgur.com/gF0PfEl.png,40,FC Bayern München,https://i.imgur.com/jJEsJrj.png,1,1,188,Hoffenheim,Rhein-Neckar-Arena
2015,bl1,2015-08-22T18:30:00,2015-08-22T16:30:00Z,2,100,Hamburger SV,https://upload.wikimedia.org/wikipedia/commons/f/f7/Hamburger_SV_logo.svg,16,VfB Stuttgart,https://i.imgur.com/v0tkpNx.png,1,2,404,Hamburg ,Imtech Arena
2015,bl1,2015-08-23T15:30:00,2015-08-23T13:30:00Z,2,171,FC Ingolstadt 04,https://upload.wikimedia.org/wikipedia/de/thumb/5/55/FC-Ingolstadt_logo.svg/125px-FC-Ingolstadt_logo.svg.png,7,Borussia Dortmund,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Borussia_Dortmund_logo.svg/560px-Borussia_Dortmund_logo.svg.png,0,0,597,Ingolstadt,Audi Sportpark
2015,bl1,2015-08-23T17:30:00,2015-08-23T15:30:00Z,2,87,Borussia Mönchengladbach,https://i.imgur.com/KSIk0Eu.png,81,1. FSV Mainz 05,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Logo_Mainz_05.svg/1200px-Logo_Mainz_05.svg.png,0,1,32,Mönchengladbach,Borussia Park
2015,bl1,2015-08-28T20:30:00,2015-08-28T18:30:00Z,3,131,VfL Wolfsburg,https://i.imgur.com/ucqKV4B.png,9,FC Schalke 04,https://upload.wikimedia.org/wikipedia/commons/6/6d/FC_Schalke_04_Logo.svg,1,0,,,
